Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type_x,First Seen,Last Seen,Duration,Text_x,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,Type,URL_to_use,Creative Type_y,Text_y,Download Status,Audio Status,File Path,Audio Path,Text File,transcription,objects_detected,people_detected,text_detected,overall_description,processing_status,ad_category,primary_cta,value_proposition,target_audience,focus_vs_other,SUPPORT FOR WORKING MOMS,EMOTIONAL SUPPORT & WELLNESS,AUTHENTIC COMMUNITY & PEER VALIDATION,MEDICAL ENDORSEMENT & CLINICAL TRUST,EVERYDAY PRACTICALITY,PORTABILITY & DISCREET DESIGN,PRICE VS VALUE,TOTAL_CATEGORIES,HAS_MARKETING_THEME,MARKETING_THEMES
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,600053804,360,560,Text,04/05/2024,04/05/2024,0,A convertible stroller with a built-in jump seat and a shopping basket?!  ,https://www.babylist.com/hello-baby/chicco-corso-flex-convertible-stroller-review?utm_source=fbig&utm_medium=chicoflex&utm_campaign=1722884+_Chicco+_Gear_+Custom_+Content_+Promo&h=AT1Mf7137tQ80qxe0xMg-XgZhqj3tyddYA3HCja_CDr9HJNG0DVQb7_7PfLpP1moLku_F-LwmhWNARSsR1pQZZpik2YQNIbTfm_wfkiaKoGikkJ0VJiptQsXde1g_SlHFFZ8YbJeYeNOkFeA&s=1,https://s3.amazonaws.com/YM_Ads/-7290359298900400962.png,https://www.facebook.com/7241795112598216,Other,Reels,Direct,Instagram,151.85,21431,Image,https://s3.amazonaws.com/YM_Ads/-7290359298900400962.png,Text,A convertible stroller with a built-in jump seat and a shopping basket?!  ,success,skipped,media_DME_Provider/images/creative_1415.jpg,,creative_356_text.txt,,"Objects:
- A convertible stroller with a built-in jump seat and shopping basket.
- The stroller is identified as the Chicco Corso Flex Stroller.","People:
- There are two children visible in the image. One child is standing on the jump seat of the stroller, while the other child is seated in the main seat of the stroller.","Text:
- ""Babylist"" logo at the top left corner.
- ""A convertible stroller with a built-in jump seat and a shopping basket?! 👀""
- ""Video Review: Chicco Corso Flex""
- ""babylist"" logo at the bottom left corner.
- Website URL: ""WWW.BABYLIST.COM""
- Product name: ""Chicco Corso Flex Stroller""
- Call-to-action button: ""LEARN MORE""","Overall scene:
The overall scene depicts a promotional image for a convertible stroller designed for families with young children. The setting appears to be indoors with a simple, clean background that emphasizes the product.",Success,"Ad Category/Product Type:
Café/Retail (specifically baby products).","Primary Call-to-Action:
The ad wants users to click on the ""LEARN MORE"" button to get additional information about the Chicco Corso Flex Stroller.","Value Proposition:
The main benefit highlighted is that this stroller offers versatility with its built-in jump seat and shopping basket, providing over 60 ways to ride.","Target Audience:
The ad targets parents or caregivers of young children who are looking for convenient and versatile baby products, specifically strollers that can accommodate multiple children and offer practical features like storage baskets.",other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,903942521,375,586,Other,17/03/2025,16/07/2025,0,"Register for Baby Einstein Kick & Snooze 3-in-1 Playard Size 41.5"" x 34.5"" x 46"" Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins fro… more",,,,Other,Feed,Direct,Instagram,635.12,80350,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,706967284,375,586,Other,28/08/2024,23/02/2025,0,Enter for a chance t… more,,,,Other,Stories,Direct,Instagram,4855.78,566041,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,603771067,360,548,Image,25/06/2024,21/07/2025,0,"Prepare for baby’s arrival with Babylist. Free checklists, universal registry, guides and more. Get started now!",,https://s3.amazonaws.com/YM_Ads/5039339512593702658.png,,Other,Feed,Direct,Instagram,767.72,101113,Image,https://s3.amazonaws.com/YM_Ads/5039339512593702658.png,Image,"Prepare for baby’s arrival with Babylist. Free checklists, universal registry, guides and more. Get started now!",success,skipped,media_DME_Provider/images/creative_1418.jpg,,creative_113_text.txt,,"Objects:
- Baby carrier or seat
- Blanket","People:
None detected","Text:
- ""Babylist""
- ""Prepare for baby's arrival with Babylist. Free checklists, universal registry, guides and more. Get started now!""
- ""Babylist has made my crazy baby journey simple! I am an indecisive person and all of the Babylist tools helped me put together the perfect registry!"" - Alexis Guevara
- ""Learn More""","Overall scene:
The overall scene appears to be focused on a baby product advertisement, specifically related to preparing for a baby's arrival using Babylist services.",Success,"Ad Category/Product Type:
Shopping Extension (specifically for baby products and registries)","Primary Call-to-Action:
Learn More","Value Proposition:
Simplifying the process of creating a baby registry with helpful tools provided by Babylist.","Target Audience:
Expectant parents or individuals preparing for a baby's arrival",other,False,True,True,False,False,False,False,2,True,EMOTIONAL SUPPORT & WELLNESS; AUTHENTIC COMMUNITY & PEER VALIDATION
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,717673585,430,694,Image,17/10/2024,29/01/2025,0,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,www.babylist.com/baby-registry-checklist-acqex,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,,Other,Feed,Direct,Instagram,70447.27,8158520,Image,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,Image,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,success,skipped,media_DME_Provider/images/creative_1419.jpg,,creative_559_text.txt,,"Objects:
None detected.","People:
None detected.","Text:
- ""babylist""
- ""Sponsored""
- ""The Best Baby Registry Checklist""
- Various categories and items listed under each category (Feeding, Clothing, Diapering, Playing, Sleeping, Baby Gear, Health & Safety, Nursery, Bathing).","Overall scene:
The overall scene is a promotional image for a baby registry checklist provided by Babylist. The setting appears to be an informative guide aimed at helping expectant parents organize their baby registry with essential items categorized into different sections.",Success,"Ad Category/Product Type:
Baby Registry Services","Primary Call-to-Action:
Learn More","Value Proposition:
Ease of creating a perfect baby registry using an interactive and printable checklist.","Target Audience:
Expectant parents or individuals planning for a new baby.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,788010190,375,586,Other,25/01/2025,20/07/2025,0,Money Saving… more,,,,Other,Stories,Direct,Instagram,10278.69,1331191,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,717673585,430,694,Image,17/10/2024,29/01/2025,0,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,www.babylist.com/baby-registry-checklist-acqex,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,,Other,Reels,Direct,Instagram,35207.79,4094360,Image,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,Image,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,success,skipped,media_DME_Provider/images/creative_1421.jpg,,creative_559_text.txt,,"Objects:
- None detected","People:
- None detected","Text:
- ""babylist""
- ""The Best Baby Registry Checklist""
- Various categories and items listed under each category (Feeding, Clothing, Diapering, Playing, Sleeping, Baby Gear, Health & Safety, Nursery, Bathing)
- Specific items listed under each category such as Bibs, Bottles, Bodysuits, Booties, Changing Pad Covers, etc.
- ""Learn more""","Overall scene:
The overall scene is a promotional image for a baby registry checklist provided by Babylist. The setting is informational with a structured layout of various categories and items that parents might need for their baby.",Success,"Ad Category/Product Type:
Café/Retail (Baby Products)","Primary Call-to-Action:
Learn More","Value Proposition:
Create your perfect baby registry with ease using our interactive and printable checklist.","Target Audience:
Expectant parents or new parents looking to create a comprehensive baby registry list.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,777061414,375,586,Other,13/09/2024,18/05/2025,0,Enter for a chanc… more,,,,Other,Stories,Direct,Instagram,613.75,76227,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,717673585,430,694,Image,17/10/2024,29/01/2025,0,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,www.babylist.com/baby-registry-checklist-acqex,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,,Other,Stories,Direct,Instagram,17904.9,2051193,Image,https://s3.amazonaws.com/YM_Ads/-3271997318504293396.png,Image,Create your perfect baby registry with ease using our interactive and printable checklist. Track your progress and ensure you have everything you need for baby.,success,skipped,media_DME_Provider/images/creative_1423.jpg,,creative_559_text.txt,,"Objects:
None detected.","People:
None detected.","Text:
- ""babylist""
- ""Sponsored""
- ""The Best Baby Registry Checklist""
- Various categories and items listed under each category (Feeding, Clothing, Diapering, Playing, Sleeping, Baby Gear, Health & Safety, Nursery, Bathing).","Overall scene:
The overall scene is a promotional image for a baby registry checklist provided by Babylist. The setting appears to be an informative guide aimed at helping expectant parents organize their baby registry with essential items categorized into different sections.",Success,"Ad Category/Product Type:
Baby Registry Services","Primary Call-to-Action:
Learn More","Value Proposition:
Ease of creating a perfect baby registry using an interactive and printable checklist.","Target Audience:
Expectant parents or individuals planning for a new baby.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,947804614,375,586,Other,12/05/2025,04/07/2025,0,"Register for Nuna PIPA aire rx & TAVO next Travel System in Pine Size 28.35"" x 22.44"" x 43.7"" | Stronger",,,,Other,Feed,Direct,Instagram,234,29673,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,True,False,1,True,PORTABILITY & DISCREET DESIGN
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,882518655,375,586,Other,16/11/2024,10/05/2025,0,Get Started Now!,,,,Other,Feed,Direct,Instagram,576.91,72312,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,345885477,375,688,Image,03/10/2022,22/07/2025,0,Start your Babylist registry now to get your Hello Baby Box.,,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,https://www.instagram.com/p/CdWWOvHgVzi,Other,Feed,Direct,Instagram,140943.59,17235952,Image,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,Image,Start your Babylist registry now to get your Hello Baby Box.,success,skipped,media_DME_Provider/images/creative_1426.jpg,,creative_560_text.txt,,"Objects:
- A purple box with the text ""Hello baby!"" on it.
- Various baby products inside the box, including a bottle, pacifier, lotion, diaper cream, and other small items.","People:
None detected.","Text:
- ""FREE* HELLO BABY BOX""
- ""Hello baby!""
- ""*babylist""
- ""LIMITED OFFER""
- Instagram handle: ""babylist""
- Call-to-action: ""Start your Babylist registry now to get your Hello Baby Box.""","Overall scene:
The overall scene depicts a promotional image for a baby product subscription or gift box service. The setting is likely an advertisement aimed at new or expecting parents, showcasing a free sample box filled with various baby care items.",Success,"Ad Category/Product Type:
Café/Retail (specifically targeting new parents with baby products).","Primary Call-to-Action:
""Start your Babylist registry now to get your Hello Baby Box.""","Value Proposition:
The main benefit being highlighted is the offer of a free sample box (""Hello Baby Box"") containing various baby care products.","Target Audience:
The ad is targeting new or expecting parents who are interested in starting a baby registry and receiving free samples of baby care products.",other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,888656805,430,587,Image,07/05/2025,13/05/2025,0,"Here’s how 5 moms managed postpartum hair changes when in the thick (err, thin) of it.",https://www.babylist.com/hello-baby/postpartum-hair-thinning-real-mom-tips,https://s3.amazonaws.com/YM_Ads/-4782910616767851848.png,,Other,Feed,Direct,Instagram,245.96,32394,Image,https://s3.amazonaws.com/YM_Ads/-4782910616767851848.png,Image,"Here’s how 5 moms managed postpartum hair changes when in the thick (err, thin) of it.",success,skipped,media_DME_Provider/images/creative_1427.jpg,,creative_561_text.txt,,"Objects:
- Sofa or couch
- Pillows","People:
- None detected","Text:
- ""Tips to Deal with Postpartum Hair Changes""
- ""babylist""
- ""Learn More""
- ""babylist Here's how 5 moms managed postpartum hair changes when in the thick (err, thin) of it.""","Overall scene:
The overall scene appears to be a cozy and intimate setting, likely in a living room or bedroom, featuring a mother interacting with her child.",Success,"Ad Category/Product Type:
Parenting advice and support services","Primary Call-to-Action:
Learn More","Value Proposition:
Providing tips and advice on managing postpartum hair changes.","Target Audience:
New mothers or expecting mothers dealing with postpartum issues.",other,False,True,True,False,False,False,False,2,True,EMOTIONAL SUPPORT & WELLNESS; AUTHENTIC COMMUNITY & PEER VALIDATION
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,345885477,375,688,Image,03/10/2022,22/07/2025,0,Start your Babylist registry now to get your Hello Baby Box.,,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,https://www.instagram.com/p/CdWWOvHgVzi,Other,Reels,Direct,Instagram,79200.04,9585567,Image,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,Image,Start your Babylist registry now to get your Hello Baby Box.,success,skipped,media_DME_Provider/images/creative_1428.jpg,,creative_560_text.txt,,"Objects:
The image shows a purple box labeled ""Hello baby!"" containing various baby-related items. Visible products include a pacifier, baby lotion, diaper cream, wipes, and other small baby care items.","People:
None detected.","Text:
Visible text includes ""FREE* HELLO BABY BOX"" at the top of the image and ""LIMITED OFFER"" on a white starburst shape to the right of the box. The box itself has ""Hello baby!"" printed on it along with a small logo that reads ""@babylist"". Below the image, there is additional text: ""Start your Babylist registry now to get your Hello Baby Box.""","Overall scene:
The overall scene depicts a promotional offer for new parents or expecting parents. The setting appears to be an advertisement showcasing a free sample box filled with baby products.",Success,"Ad Category/Product Type:
Café/Retail (specifically targeting new parents or expecting parents with baby care products).","Primary Call-to-Action:
The specific action the ad wants users to take is to start their Babylist registry.","Value Proposition:
The main benefit being highlighted is receiving a free Hello Baby Box filled with various baby care items upon starting a Babylist registry.","Target Audience:
Based on imagery and messaging, the ad is targeting new parents or expecting parents who are likely interested in preparing for their baby's arrival by registering for essential baby products and services.",other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,414567964,375,586,Other,08/04/2023,05/01/2025,0,Start Your Registry,,,,Other,Feed,Direct,Instagram,345.81,40595,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,345885477,375,688,Image,03/10/2022,22/07/2025,0,Start your Babylist registry now to get your Hello Baby Box.,,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,https://www.instagram.com/p/CdWWOvHgVzi,Other,Stories,Direct,Instagram,96106.27,11444594,Image,https://s3.amazonaws.com/YM_Ads/8713715797673583374.png,Image,Start your Babylist registry now to get your Hello Baby Box.,success,skipped,media_DME_Provider/images/creative_1430.jpg,,creative_560_text.txt,,"Objects:
- A purple box with the text ""Hello baby!"" on it.
- Various baby products inside the box, including a bottle, pacifier, lotion, diaper cream, and other small items.","People:
None detected.","Text:
- ""FREE* HELLO BABY BOX""
- ""Hello baby!""
- ""*babylist""
- ""LIMITED OFFER""
- Instagram handle: ""babylist""
- Call-to-action: ""Start your Babylist registry now to get your Hello Baby Box.""","Overall scene:
The overall scene depicts a promotional image for a baby product subscription or gift box service. The setting is likely an advertisement aimed at new or expecting parents, showcasing a free sample box filled with various baby care items.",Success,"Ad Category/Product Type:
Café/Retail (specifically targeting new parents with baby products).","Primary Call-to-Action:
""Start your Babylist registry now to get your Hello Baby Box.""","Value Proposition:
The main benefit being highlighted is the offer of a free sample box (""Hello Baby Box"") containing various baby care products.","Target Audience:
The ad is targeting new or expecting parents who are interested in starting a baby registry and receiving free samples of baby care products.",other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,414567964,375,586,Other,08/04/2023,05/01/2025,0,Start Your Registry,,,,Other,Stories,Direct,Instagram,171.07,24937,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,482601415,586,375,Other,15/04/2020,22/07/2025,0,,,,,Other,Reels,Direct,Instagram,157193.47,19396620,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,494846334,360,805,Video,04/12/2021,12/07/2025,0,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",,https://s3.amazonaws.com/YM_Ads/-8681124854091083591.png,https://www.instagram.com/p/CguengdALi8,Other,Feed,Direct,Instagram,13953.08,1821268,Video,https://www.instagram.com/p/CguengdALi8,Video,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",success,Not Available,media_DME_Provider/images/creative_562.jpg,,creative_562_text.txt,,"Objects:
- Sippy cups in various colors (blue, green, and white).
- A box labeled ""babylist"" with colorful geometric shapes.
- A table or surface where the box is placed.","People:
None detected.","Text:
- ""Babylist""
- ""The Perfect Find""
- ""Sippy BEFORE you buy a set Get the Sippy Cup Box""
- ""Save Time & Money with Try-It Kits""
- ""Learn More""","Overall scene:
The overall scene appears to be an outdoor setting, possibly a garden or backyard, with greenery in the background. The focus is on showcasing sippy cups and promoting a product box from Babylist.",Success,"Ad Category/Product Type:
Café/Retail (specifically baby products).","Primary Call-to-Action:
Learn More","Value Proposition:
Save Time & Money with Try-It Kits","Target Audience:
Consumers, specifically parents or caregivers preparing for a baby's arrival.",other,False,False,False,False,True,False,True,2,True,EVERYDAY PRACTICALITY; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,482601415,586,375,Other,15/04/2020,22/07/2025,0,,,,,Other,Feed,Direct,Instagram,1262207.99,161286183,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,494846334,360,805,Video,04/12/2021,12/07/2025,0,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",,https://s3.amazonaws.com/YM_Ads/-8681124854091083591.png,https://www.instagram.com/p/CguengdALi8,Other,Reels,Direct,Instagram,19392.39,2500071,Video,https://www.instagram.com/p/CguengdALi8,Video,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",success,Not Available,media_DME_Provider/images/creative_562.jpg,,creative_562_text.txt,,"Objects:
- Sippy cups in various colors (blue, green, white)
- A box with the branding ""babylist""
- A table or surface where the box is placed","People:
- None detected (only hands visible holding sippy cups)","Text:
- ""The Perfect Find""
- ""babylist""
- ""Sippy BEFORE you buy a set Get the Sippy Cup Box""
- ""Save Time & Money with Try-It Kits""
- ""Learn More""","Overall scene:
The scene appears to be an outdoor setting, possibly a backyard or garden area, with greenery in the background. The focus is on showcasing sippy cups and promoting a product box from Babylist.",Success,"Ad Category/Product Type:
Café/Retail (specifically baby products)","Primary Call-to-Action:
Learn More","Value Proposition:
Save Time & Money with Try-It Kits","Target Audience:
Parents or caregivers preparing for a baby's arrival",other,False,False,False,False,True,False,True,2,True,EVERYDAY PRACTICALITY; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,482601415,586,375,Other,15/04/2020,22/07/2025,0,,,,,Other,Stories,Direct,Instagram,863682.29,114221279,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,494846334,360,805,Video,04/12/2021,12/07/2025,0,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",,https://s3.amazonaws.com/YM_Ads/-8681124854091083591.png,https://www.instagram.com/p/CguengdALi8,Other,Stories,Direct,Instagram,536.36,68327,Video,https://www.instagram.com/p/CguengdALi8,Video,"Prepare for baby’s arrival with Babylist. Exclusive bundles, free checklists and more. Get started",success,Not Available,media_DME_Provider/images/creative_562.jpg,,creative_562_text.txt,,"Objects:
- Sippy cups in various colors (blue, green, and white).
- A box labeled ""babylist"" with colorful geometric shapes.
- A table or surface where the box is placed.","People:
None detected.","Text:
- ""Babylist""
- ""The Perfect Find""
- ""Sippy BEFORE you buy a set Get the Sippy Cup Box""
- ""Save Time & Money with Try-It Kits""
- ""Learn More""","Overall scene:
The overall scene appears to be an outdoor setting, possibly a garden or backyard, with greenery in the background. The focus is on showcasing sippy cups and promoting a product box from Babylist.",Success,"Ad Category/Product Type:
Café/Retail (specifically baby products).","Primary Call-to-Action:
Learn More","Value Proposition:
Save Time & Money with Try-It Kits","Target Audience:
Consumers, specifically parents or caregivers preparing for a baby's arrival.",other,False,False,False,False,True,False,True,2,True,EVERYDAY PRACTICALITY; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,526876569,586,375,Other,06/10/2023,13/07/2025,0,Money Saving Hack… more,,,,Other,Feed,Direct,Instagram,4673.01,611821,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
